EntrezID	Length	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1
171580	3563	136
20598	1602	728
73075	1070	67
53599	2830	29750
75973	2749	154
70538	617	11
629461	2137	77
100628609	55	0
103268	2392	129
140742	3339	413
213402	4865	5
624784	2896	665
56484	2889	1669
215951	2513	198
666540	1120	0
54198	1377	2592
21907	3233	0
14628	3009	472
140740	6032	3907
268297	4745	458
109205	4980	0
74530	1859	0
71365	2031	127
331623	6049	841
67851	898	134
100862325	514	0
12484	1816	12890
414125	1833	1
69443	1060	0
76563	1970	179
170728	2981	192
11630	7416	3557
70365	1522	1
11793	2352	632
100316688	93	0
12142	5143	180
19072	2719	1044
78977	1851	0
23828	1607	0
380669	5403	0
209462	3785	404
320363	1892	0
100418235	2163	0
14806	4872	0
100504076	1592	0
77987	7477	1198
20464	7355	0
14727	1305	2
14728	1420	1
77296	555	0
210198	2856	0
320995	3701	0
71090	1021	0
215031	1466	0
19886	7401	0
66686	3025	193
94221	4317	596
66650	1823	0
52014	4614	3840
629689	1579	0
22639	3420	185
215085	4973	3
100862347	1026	0
100038725	2691	399
100502820	658	3
18821	2480	3
432460	504	3
100502868	5486	0
71567	3873	322
66403	2192	273
100042554	949	4
75906	3950	12
17155	3889	5045
100502920	1230	41
544696	7240	434
73390	2140	103
14609	3105	560
100862378	716	0
791298	3115	0
74928	723	0
15500	2623	276
56442	2879	3683
18768	6039	65
12140	762	0
100502970	631	0
57319	1791	704
100504180	2222	0
74399	2895	0
245263	1813	0
791309	3636	0
70297	6511	654
110829	4941	1961
19386	9477	6635
76138	2466	63
13608	3680	17
103505	1320	0
237353	5781	8
103080	2654	294
268301	4513	953
18451	4043	424
69836	1066	1
18302	2716	2
215999	2872	220
216001	2275	584
56709	1774	775
100503588	745	21
74747	1685	4914
52717	1329	818
69090	1578	641
94214	3916	43
53374	6113	9
19156	2731	29123
22295	11260	4
74048	4846	281
100302688	858	1
71279	5240	590
107449	5867	335
100503834	701	0
73616	853	0
327760	1131	0
13180	810	53
20397	4123	2061
65971	2023	0
237360	5188	3
100862379	900	0
18646	2054	2
27355	4274	1736
18119	2094	0
13688	1786	1554
100503821	3961	9
216011	2635	98
237362	1307	0
67895	1292	1908
20224	2602	4104
71767	2286	329
71361	3468	406
404634	1910	151
100628583	85	0
12817	2900	2
432466	1550	253
69894	1731	211
11925	1540	0
70423	3605	450
21337	2258	0
15275	4509	3362
70162	557	10
216019	3483	0
338359	2390	576
74706	2194	5
30930	3252	1441
19073	938	122
72320	2472	430
56200	4743	6380
100862011	549	0
94213	2507	1521
216021	3102	4
67500	4478	2186
100217463	28	8
52463	14082	109
73132	3141	388
327762	4122	133
70432	8936	369
432467	2168	194
67307	2211	9
68371	1952	0
53404	450	0
68802	5246	0
641387	764	1
67345	4043	1100
100502721	1584	0
93759	3910	1838
30045	1365	722
216033	3924	1
791346	2569	0
216028	3852	0
100502808	1111	0
69433	345	0
28193	5550	1333
108829	8947	11196
641340	1789	297
13654	2965	1111
211488	4445	429
100038508	2225	0
216049	4257	6
170799	3932	12
71371	4494	1550
100503521	2231	0
75148	769	0
73287	1238	2
327766	5052	0
69288	4631	43
320700	2969	4
12534	2860	488
11735	10685	2238
76551	5511	1235
69563	443	0
66859	3563	13
71721	3510	6
70911	3010	5
319646	2082	0
83675	3111	71
319572	2300	0
21780	3918	607
216080	1431	413
52637	965	336
69718	5417	1004
622812	1008	0
108950	806	0
100040505	2619	186
52696	2676	1059
327768	1989	16
100861952	1042	0
11994	15991	0
71236	1223	0
14687	2435	58
76877	2620	82
110279	6537	2016
74392	6438	1975
11540	2534	5
544707	907	4
103149	1437	6
71125	1262	0
68778	2910	508
67332	604	2269
192734	4601	378
14598	2022	1020
23887	4137	295
100503432	424	0
71733	3255	52
104248	7460	1840
13202	609	539
103140	1873	1033
14871	1037	346
75886	964	0
14872	1370	405
17319	554	1582
70377	1336	58
20587	1657	784
100861975	691	0
17385	2247	44
103172	948	483
333670	1215	0
22364	602	1
333669	2838	0
64453	4874	205
64454	2132	0
64452	2055	0
15468	2052	430
751554	84	0
20203	1661	0
64451	6355	446
18541	9530	1354
67523	997	0
76964	1763	12
216119	4522	25
54387	6383	801
16987	3102	401
74953	1237	19
76573	1331	0
14317	2710	0
12834	3729	70
100861980	894	0
12833	3976	138
59093	2175	100
100038479	1548	2
20509	2390	204
12822	5791	112
100169878	719	5
80294	2219	1428
110532	6634	94
100045653	2564	2
108707	2428	492
16414	2862	10
108705	2247	6763
20610	2493	1465
22213	1982	1170
100316811	84	1
100502831	801	0
670895	961	0
16697	400	0
100009614	553	0
100502921	363	0
16694	671	0
100502953	363	0
77763	678	0
100041250	693	0
100041261	693	0
634517	693	0
100041281	693	0
634504	711	0
675294	678	0
100503388	747	0
670880	1097	0
100040299	723	0
100191037	902	0
544710	1305	0
622629	930	0
100041351	664	0
252974	2163	13
75188	914	1
237387	4296	71
28240	7292	1
67884	1696	373
18641	3719	2706
11634	1929	8
54427	1885	0
50723	2748	103
100503488	816	0
28295	1363	308
110816	3871	900
216131	5048	1982
28169	3439	1471
18114	2008	3678
13014	602	5295
216134	5094	3046
791283	3273	4
258224	1064	0
216136	2329	624
71709	3288	120
257883	1160	0
12365	2331	0
70976	1718	0
20513	2089	0
258305	963	0
257734	1148	0
259163	1095	0
18372	933	0
259044	1266	0
259074	1174	0
259042	960	0
18357	1080	0
72128	4229	279
624765	2592	0
216144	3276	0
624845	2598	0
625029	2595	1
50784	1646	3202
70427	2562	683
21830	1249	0
237397	6754	22
216148	3961	128
100503607	877	1
382384	1248	0
17123	1420	1
110012	1101	170
216150	1266	898
16904	1286	32
12215	1752	11251
15166	3195	18
216151	3762	420
67112	489	1
70294	1639	833
83554	1953	271
73106	2693	2
100503626	1871	0
18483	2651	68
78906	2427	97
414101	3595	13
19205	2933	7818
216152	4275	389
19152	972	33
50701	920	0
100503642	254	4048
11537	923	1
216154	3218	871
100862144	1000	0
109284	1821	763
114229	3163	60
13496	5326	277
216156	2954	892
170483	3274	31
216157	2223	3176
12798	1782	546
27403	6594	449
70719	4052	4
66420	1008	1248
625249	1201	954
216161	4640	21671
20869	1621	2236
100503659	3294	1204
66043	931	1365
100862154	483	0
59090	3708	9552
12696	1256	1395
69770	651	164
13637	2131	41
68114	3717	790
75406	758	807
14431	944	82
70248	2085	1587
103232	462	32
20054	522	15017
23805	9074	15
66374	1659	492
18551	2514	156
70335	2016	558
66548	2572	1
216166	2112	52
237400	3258	793
17192	1589	1674
100503758	442	0
66594	436	0
21423	3547	1852
246086	4695	2
67331	4411	4
66932	5249	2160
118445	2652	1717
216169	1473	791
100113398	1411	45
100862189	844	0
56214	1802	1078
103236	2511	2481
208198	3026	783
17347	3070	6812
208228	2647	1560
71564	938	167
11776	4730	3215
208266	5694	3515
78670	1260	598
20222	1674	1240
11705	1665	4
71912	1116	0
18245	1074	733
100316778	74	0
237403	3439	7
66094	468	193
73218	2869	657
432478	3454	7
30055	1225	1269
16907	3371	756
17873	1266	5771
14708	3495	547
208666	2920	0
106947	3462	300
52551	1947	1816
50492	2585	1311
208677	2283	2
26396	2373	2460
16969	5373	2687
59004	1673	365
13629	3100	75838
100217454	53	21
100503773	446	0
13144	1824	533
69678	318	1
69564	1840	0
16467	3677	0
103406	3341	192
17179	1734	42
66047	587	489
57267	2107	760
100526465	91	6
27375	3031	2524
18717	4279	2989
70312	2724	1151
21390	1919	3
209047	1024	3
15353	1659	1161
73822	1702	272
432479	695	175
56371	2254	969
102115	1444	861
100503793	1017	32
72273	575	24
18029	6295	1811
319586	4390	6
103425	2879	1858
13611	2393	4
14676	1962	42
14672	3262	1446
14797	1347	4765
21886	3115	932
114606	2015	433
268319	1890	15
50721	2134	380
70615	3658	800
100233208	4725	98
666448	468	312
73610	2384	140
100040944	2851	76
666738	468	13
666501	468	11
331188	4067	6
666548	468	19
100038681	1556	3
666790	468	9
408062	2300	69
327780	2673	7
216177	2634	75
237411	2031	174
100503696	5187	0
237412	2238	108
432480	662	0
100862390	322	0
544717	748	53
21665	3218	686
74782	2153	43
67933	2386	264
18045	2552	639
70003	1056	1
50493	4019	8835
66341	1305	63
58250	5528	14
338365	4386	1125
28109	3509	3353
216188	6030	64
319277	5858	859
216190	2946	3638
69784	1194	0
77976	5026	334
216197	2915	622
442847	1334	0
216198	2400	1141
100503200	2524	9
70428	4830	744
71137	4074	0
625690	555	2
237422	3069	524
14202	2670	2
103266	3778	327
74238	1567	27
12952	3016	1600
74007	5955	374
626858	1476	0
626940	1449	0
100503271	204	1
103136	2579	908
72843	3921	1704
67341	1157	0
28088	1979	3166
270757	2328	2
69754	1886	437
27204	11838	106
78170	564	0
21859	4681	1240
100503291	464	0
627035	1482	0
382395	1473	0
66263	1620	35
22027	2759	14518
103220	5032	108
103466	5952	1859
192188	8133	3
83559	1183	0
76640	1343	0
100038674	2335	0
17172	2259	0
18478	2143	0
16000	7817	210
100503785	1270	0
22172	1347	165
110312	748	1
75317	3628	81
626115	1288	0
69736	1369	214
67282	1379	517
71712	2807	37
432486	5204	846
20962	1122	17
212862	3411	817
109272	3981	0
20728	1266	0
237433	1561	4
104303	842	1048
70683	8831	1666
216225	5331	1424
320091	4117	29
237436	6748	327
20186	2340	0
216227	4452	11
213326	3431	2143
67019	1703	107
75089	6446	1401
77531	10286	2
100043039	308	350
11783	6557	315
67454	4110	179
18674	1512	8046
100861804	464	0
21917	8127	2398
100503982	1051	17
723955	100	0
110333	2687	0
100526517	84	0
627800	1604	0
667203	692	3
17997	3533	322
380653	2199	1
380654	7399	1
237459	3643	690
100316689	119	0
13713	4234	220
432488	855	0
16993	2066	1198
15109	2758	66
71761	2421	1
237465	3655	26
69878	813	276
74454	1859	1
57764	2411	90
667338	611	5
100504069	908	0
327799	3957	3
56307	4990	2976
74923	2075	0
723908	96	2
215008	4479	455
13998	8044	1209
22025	3827	422
66414	561	59
100861832	322	1
215472	773	0
319880	5889	1328
67723	4135	121
77048	2986	1064
54712	7045	2
12905	1650	115
69629	642	1
216233	2698	690
70523	1182	3
67270	666	379
93765	3851	684
71207	3231	4654
100526463	91	11
216238	7836	1323
100504157	192	2
12226	5010	8379
75301	1015	0
100628616	85	0
13179	2084	9647
17022	2075	62
75025	1465	0
16545	1950	1
13516	1723	0
100038699	1633	0
66716	1868	0
791295	1882	0
667438	551	0
67972	7130	6041
382406	2727	268
14426	5113	486
100861874	277	0
67603	2797	8527
100504202	2095	10
100417125	2506	1
71832	1954	238
17311	5450	8376
100043224	914	0
100043227	927	0
100043231	910	0
100043235	910	0
100043239	910	0
100043247	914	0
237500	6630	906
216274	8006	493
68281	2419	39
66605	1690	0
67569	4760	0
100526516	81	0
67405	1180	8
237504	2118	255
216285	2493	0
74978	5293	9
103098	3644	133
100861880	927	0
100861891	927	0
100861901	927	0
637578	927	0
100043292	1258	0
278279	5673	554
327812	3204	12
216292	2039	188
52713	1078	593
639162	567	0
321001	3879	0
327814	6437	0
380660	3104	44
108030	5964	0
17877	2083	0
17878	1248	0
237523	7058	4
628870	6984	0
17931	3403	1179
114774	1828	1219
20979	4820	3
368203	1117	0
260315	7782	763
109335	1303	0
52679	5476	132
75630	610	0
13008	889	93
320150	4549	386
432502	930	4977
237542	7152	868
71769	2753	17
53605	4094	3424
382421	558	3
21664	1953	4446
71321	1144	0
629206	2171	0
52705	4990	786
73690	1081	1
69286	896	0
67537	1879	0
544736	711	0
353025	2760	4
268345	6196	3
69355	887	0
382423	3599	2343
237553	5722	0
216343	2626	1
100861951	889	0
66687	3779	1270
668041	426	11280
216344	1824	1402
100038558	729	9
67226	3010	599
66816	3408	246
216345	6956	1055
14160	4711	30
100861970	721	0
77798	1007	0
216350	1522	1413
19279	4031	6
619332	2254	0
19263	11912	400
58802	1005	2
67342	753	0
100504412	511	0
72068	3483	1469
100504423	1390	29
72286	594	0
237558	3114	7
216363	2690	1358
71086	1724	78
103175	2383	0
544741	612	147
382427	2719	10
100038610	1014	0
237560	1428	1
100862026	571	0
12461	1962	5770
327826	5684	875
64050	1408	487
77397	1219	0
17105	1057	36
17110	1265	5
432508	6534	1890
70574	5195	60
17246	3027	2236
215436	3483	575
103468	3092	505
100862040	1467	68
215449	1937	2540
71067	1704	0
17245	3151	230
50929	1088	0
116849	1111	0
668198	2567	43
668203	2552	0
668205	2552	69
668209	2552	0
668213	2552	0
668216	3161	4
15978	1207	0
69181	2137	837
100038589	2706	0
97640	1940	1
73400	386	0
71902	8209	3591
67081	894	0
74053	3641	96
75321	723	0
117599	4532	292
73914	2969	468
68212	808	1320
100504548	927	0
66225	1162	13
15364	4176	4
321010	1115	0
320626	2250	0
791076	120	0
100038546	2358	0
70874	1749	0
320183	3709	333
100504616	2973	6
380664	4743	1447
24117	2242	6
100504636	1260	0
74694	5696	341
75612	3855	4512
192678	3425	2358
56480	3031	1254
73192	5989	1134
216393	3427	2
270802	3117	178
117600	7821	39
216394	1479	1
668272	1768	14
216395	1378	561
100043513	520	0
54140	2671	14
319272	2547	0
319468	7518	1150
387251	85	3
67074	9303	2926
14479	3215	1404
100042958	420	3
268354	4610	0
100505018	1023	0
75030	1333	175
20503	2419	99
320398	4050	125
68876	1366	72
52468	5065	4092
723962	84	0
723882	121	0
11567	3033	33
66399	1180	326
100504608	699	3
17299	887	423
13115	2421	17
216438	1998	182
12567	1347	4528
67125	1543	1523
100504703	329	15
216439	5633	6
216440	4049	3870
14421	3289	3206
216441	2215	75
52666	2387	810
80904	1944	3328
100038591	2552	89
117150	3374	3123
16572	7006	169
69654	1933	3606
110962	4046	1774
13198	871	378
216443	2963	1494
216445	1811	67
14632	3662	19
16326	2135	0
16325	1969	0
71750	4530	2912
237611	1790	57
407790	962	1
108037	2305	1212
104080	1675	0
16971	14892	712
20852	3805	2387
17937	2575	1215
72243	695	13
210035	6515	186
432516	3353	12
21334	884	0
320080	5960	706
11536	1694	12
107605	3890	2
103142	2698	9
19683	3208	0
380674	3648	4
216453	1889	0
216454	1265	0
54150	1608	0
70061	2851	0
27400	1459	0
19075	1533	634
17938	7034	1563
56351	1954	570
100862107	1045	8
11947	1879	26002
751518	78	13
116848	8369	2940
56516	5609	1330
216456	2460	129
66701	1570	220
17339	2143	1
21853	4515	494
28194	1618	8
103161	1930	91
20847	4394	1677
83430	1359	518
103135	4450	1611
56530	1017	1215
12974	2828	4313
210582	2507	229
237615	6615	1528
72002	2144	5
69917	1052	608
67588	4377	1106
68094	5028	2991
17904	614	4578
216459	1026	34
100502705	2004	32
23943	3687	2118
103284	2091	392
67945	449	13110
18813	2432	5177
13867	4020	3637
668459	639	31
27370	448	5872
22781	3580	816
211389	2349	497
19344	3180	1322
12566	2432	974
20431	2130	26
13139	2815	1507
78428	1491	489
58223	3453	31
73827	2335	148
74330	4229	1010
66844	2055	340
66118	1062	244
14561	1811	23
12512	1037	3440
19682	1261	60
14533	550	439
16404	4022	131
71664	1227	1
18373	939	0
258861	930	0
622733	978	0
544748	930	0
546487	978	0
258315	930	0
258863	939	0
257667	939	0
100862148	672	0
258862	936	0
258540	954	0
257666	1004	0
257664	936	0
258232	939	0
258538	939	0
404321	939	0
258537	936	0
258281	939	0
258723	936	0
257985	945	0
258724	960	0
258542	939	0
258069	939	0
258544	936	0
258935	969	0
258932	939	0
258150	936	0
258375	963	0
258933	933	0
258549	936	0
258929	936	0
258541	936	0
258282	957	0
258934	939	0
258547	927	0
258068	945	0
258548	960	0
258546	942	0
258931	936	0
258930	939	0
258321	987	0
258543	939	0
258545	960	0
258791	933	0
258252	933	0
259165	933	0
258665	951	0
258667	939	0
258773	957	0
100043200	963	0
258266	945	0
258670	939	0
258772	933	0
258666	939	0
258668	948	0
258669	948	0
258672	963	0
258671	942	0
258297	969	0
11923	3345	0
67596	1694	0
625068	2550	0
623734	2553	0
625109	2547	0
625131	2547	0
434624	729	13
236604	2857	309
78887	4025	407
74203	4230	1424
13494	1524	1187
56218	3482	301
791413	3553	7
100302648	869	9
216505	2243	256
16886	5047	1570
193670	2867	1330
71523	2583	63
237625	2623	4
170835	3473	172
114679	872	44
29856	3387	1036
544752	6675	2274
74522	5238	1714
74309	4097	14
67430	2618	98
75219	4632	1515
100862138	970	0
103710	3059	1052
21452	2133	4617
75342	1220	8
64934	2911	1275
53897	2043	4
100862181	569	3
103655	2956	623
380683	3928	0
67900	1396	45
67815	2529	1427
71673	1937	480
100526466	83	12
216516	5153	536
67465	4916	1797
103724	1913	1749
71962	1548	59
18413	1907	0
16878	4040	14174
75828	1343	5
74302	5674	1921
327860	1562	0
75452	2604	1024
66152	441	1070
67178	789	175
192650	699	0
18016	5298	2682
18082	1874	754
107829	2235	748
380684	3994	12
11764	4543	1755
100038587	2826	3
78926	5403	1852
75668	1108	92
14030	2400	3903
279766	1821	237
140703	1911	321
84035	4908	1069
407821	6306	320
22433	1800	3679
104479	3402	603
76389	4491	1
665181	444	706
64660	1007	419
72046	5611	706
76508	1840	131
13169	2369	1336
56012	906	34
54125	2925	383
11568	4049	146
18972	1610	650
17898	590	0
103988	2245	1
56418	2476	2301
12323	4190	3
100861932	469	0
209586	3963	1451
100042173	824	4015
237636	4571	19
52513	3287	1366
100861956	701	36
103694	1625	1083
18293	6984	4239
52915	4203	1984
268373	736	9929
77605	1636	779
19291	8478	5610
246177	3307	2
100861985	418	0
100041286	592	323
216527	2104	572
192950	4893	28
21379	3139	1920
100217467	101	15
22373	562	2014
100041311	1306	2
56089	1221	20
626419	664	0
665343	549	175
432530	12259	31
100041347	1003	0
16006	1520	2
16009	2447	73
100503529	571	1
319939	7483	2981
171395	7915	1
15574	4581	239
194974	1205	0
626870	2400	2
22271	1532	61
268379	16011	0
319922	3578	0
53604	3845	16
432534	2917	0
73862	753	4
22778	5163	236
60530	2974	142
13195	2089	2
73321	1075	1
14783	5158	497
12808	5618	1388
100503630	1803	3
73307	562	0
432536	1077	0
211739	3629	0
20335	779	147
665689	2059	294
13649	6438	1484
319954	4103	0
72735	3137	3
319701	2117	19
56193	4117	4
380686	1539	3
19058	2829	1932
66249	1565	983
103784	3431	957
57316	2957	471
68145	4192	158
100502821	502	0
17268	3441	438
100503713	794	2
74059	1416	0
635455	1328	1
114716	2872	735
66713	3669	4664
19324	2657	6419
216543	4810	297
55963	3926	1045
58172	6027	2774
216549	3957	2275
216551	3635	1270
67245	3485	1479
245944	4712	1692
216558	3085	1459
100316753	88	0
237694	3061	0
17449	1958	3870
216560	2443	105
